Num;Décision;Mention;DICT;QSION;RDACT;MATHS;HGEO;ANGL;SVT;SCPHY;ECM;EPS;DS_EN;LGFAC;Tot;sexe;age;etablissements
500279;ADM;PASS;0;10;10;10;15;12;14;9;15;14;12;;186;M;20;CEG KANDE VILLE I
500280;ADM;ABIEN;13;11;12;11;16;12;15;11;14;0;14;;210;M;18;CEG KANDE VILLE I
500281;AJ;;0;6;10;6;11;10;8;7;12;15;10;;139;F;21;CEG KANDE VILLE I
500282;AJ;;0;11;9;6;14;5;13;3;11;13;7;;136;M;18;CEGIL KOUTOUGOU
500283;ADM;ABIEN;5;9;12;5;14;12;16;17;14;12;10;;196;M;15;CEG NADOBA
500284;AJ;;0;0;0;0;0;0;0;0;0;12;0;;2;M;15;CEG NADOBA
500285;ADM;PASS;9;8;10;7;12;7;8;7;16;14;15;;160;M;15;CEG KANDE VILLE I
500286;ADM;PASS;0;13;11;7;15;10;14;12;14;12;15;;186;M;15;CEG KANDE VILLE I
500287;AJ;;0;7;10;4;13;10;11;4;15;0;13;;144;M;15;CEGIL KOUTOUGOU
500288;AJ;;0;0;0;0;0;0;0;0;0;0;0;;0;M;21;CEG WARENGO
500289;ADM;PASS;1;5;12;7;14;10;13;5;14;15;5;;161;F;18;CEG NADOBA
500290;AJ;;0;3;8;4;13;8;12;5;11;15;11;;131;M;18;CEG KANDE VILLE I
500291;ADM;PASS;0;9;10;7;15;11;10;7;14;15;14;;166;M;15;CEG KANDE VILLE I
500292;ADM;TBIEN;16;14;16;20;19;18;20;18;18;13;15;;296;M;15;CEG NADOBA
500293;ADM;ABIEN;0;4;12;9;14;16;17;13;13;15;15;;202;F;18;CEG NADOBA
500294;ADM;PASS;0;8;10;6;13;12;17;12;14;15;15;;186;M;15;CEG NADOBA
500295;ADM;PASS;0;13;13;8;13;8;15;6;16;14;12;;177;M;15;CEG NADOBA
500296;ADM;ABIEN;4;12;15;10;16;12;15;9;16;12;13;;207;M;15;CEG NADOBA
500297;ADM;ABIEN;0;10;9;11;16;12;14;10;15;15;14;;193;F;20;CEG NADOBA
500298;ADM;PASS;0;4;13;4;14;13;14;8;16;12;15;;175;F;18;CEG KANDE VILLE I
500299;ADM;TBIEN;17;17;16;14;19;15;18;17;19;15;15;;280;M;15;CEG KANDE VILLE I
500300;ADM;PASS;0;10;11;13;14;6;17;14;9;11;15;;184;M;16;CEG KANDE VILLE I
500301;AJ;;0;0;0;0;0;0;0;0;0;0;0;;0;M;15;CEG NADOBA
500302;ADM;ABIEN;0;8;14;9;13;10;17;14;15;15;15;;202;M;17;CEG NADOBA
500303;ADM;PASS;0;6;11;10;16;7;17;10;16;11;15;;186;M;15;CEG NADOBA
500304;ADM;PASS;2;3;10;10;11;6;16;12;10;15;8;;160;F;16;CEG NADOBA
500305;AJ;;0;3;10;5;9;6;9;3;8;15;7;;108;F;16;CEG NADOBA
500306;ADM;PASS;0;7;12;10;14;7;13;10;11;13;14;;168;M;15;CEG NADOBA
500307;AJ;;0;3;9;8;13;5;7;3;10;15;8;;118;F;20;CEG NADOBA
500308;ADM;PASS;0;7;11;6;16;7;15;9;11;11;13;;161;M;15;CEG KANDE VILLE I
500309;AJ;;0;4;10;4;13;7;12;6;7;13;5;;125;M;15;CEG KANDE VILLE I
500310;ADM;PASS;13;12;10;8;15;8;14;7;14;13;8;;180;M;14;CEGIL KOUTOUGOU
500311;AJ;;0;6;12;7;14;2;10;9;7;10;10;;128;M;15;CEG KANDE VILLE I
500312;AJ;;0;6;12;5;8;6;9;5;8;13;4;;115;M;16;CEG KANDE VILLE I
500313;ADM;PASS;0;11;12;8;19;6;13;8;12;15;15;;177;F;19;CEG KANDE VILLE I
500314;AJ;;0;5;12;6;7;3;13;5;10;14;8;;121;M;16;CEG NADOBA
500315;AJ;;0;8;9;8;13;5;11;6;11;12;9;;136;M;19;CEGIL KOUTOUGOU
500316;AJ;;0;3;10;7;10;5;11;9;10;13;8;;130;F;17;CEG NADOBA
500317;ADM;PASS;0;6;10;5;15;7;15;13;13;12;12;;166;M;14;CEG NADOBA
500318;ADM;BIEN;0;12;13;20;17;11;19;19;13;15;15;;246;M;15;CEG NADOBA
500319;AJ;;0;4;11;6;9;7;3;6;9;12;7;;108;M;24;CEG KANDE VILLE I
500320;AJ;;0;8;12;4;13;4;9;4;7;0;8;;114;M;15;CEG PESSIDE
500321;AJ;;0;2;10;4;8;4;13;5;13;15;3;;121;M;16;CEG KANDE VILLE I
500322;AJ;;0;1;9;4;9;3;10;8;15;15;8;;122;M;18;CEG KANDE VILLE I
500323;AJ;;0;0;0;0;0;0;0;0;0;0;0;;0;M;17;CEG NADOBA
500324;ADM;PASS;0;9;12;7;13;6;18;11;9;13;13;;167;F;17;CEG NADOBA
500325;ADM;ABIEN;5;10;11;11;13;7;18;11;17;15;15;;201;M;17;CEG NADOBA
500326;AJ;;0;1;11;6;12;6;13;6;9;13;12;;132;M;18;CEG NADOBA
500327;AJ;;0;8;10;6;10;5;6;3;16;15;15;;130;F;20;CEG KANDE VILLE I
500328;ADM;BIEN;10;10;12;12;16;10;19;15;19;12;14;;232;M;15;CEG NADOBA
500329;AJ;;0;0;0;0;0;0;0;0;0;0;0;;0;M;20;CEG NADOBA
500330;ADM;PASS;0;6;13;6;15;8;10;7;18;15;15;;170;F;19;CEG KANDE VILLE I
500331;ADM;PASS;6;6;12;7;14;8;11;9;18;15;9;;175;M;19;CEG NADOBA
500332;AJ;;0;1;12;5;7;4;3;2;13;15;1;;98;F;18;CEGIL KOUTOUGOU
500333;ADM;PASS;1;10;12;8;12;6;13;6;19;15;8;;168;F;18;CEG NADOBA
500334;ADM;BIEN;15;13;13;10;19;11;19;13;17;11;12;;235;F;16;CEG KANDE VILLE I
500335;ADM;ABIEN;3;5;12;6;15;10;18;11;17;15;14;;195;M;14;CEG NADOBA
500336;ADM;PASS;5;6;12;8;12;8;16;12;17;14;14;;189;M;15;CEG NADOBA
500337;AJ;;0;0;0;0;0;0;0;0;0;0;0;;0;F;15;CEG KANDE VILLE I
500338;AJ;;0;3;11;7;9;7;9;9;15;13;6;;140;F;19;CEG KANDE VILLE I
500339;ADM;PASS;0;9;14;6;16;7;16;7;17;13;10;;178;M;16;CEGIL KOUTOUGOU
500340;ADM;PASS;0;6;11;10;13;8;14;10;15;12;10;;170;M;18;CEG KANDE VILLE I
500341;AJ;;0;8;11;4;10;7;10;2;19;15;7;;139;F;21;CEG KANDE VILLE I
500342;ADM;ABIEN;0;9;12;14;16;8;18;18;16;13;9;;216;M;15;CEG NADOBA
500343;AJ;;0;6;11;7;13;4;10;4;15;11;8;;135;M;18;CEG KANDE VILLE I
500344;AJ;;0;5;11;4;13;6;7;5;18;13;11;;137;M;17;CEG KANDE VILLE I
500345;AJ;;0;8;12;4;9;6;9;2;16;12;7;;126;F;21;CEG KANDE VILLE I
500346;ADM;PASS;6;11;12;8;16;6;16;7;15;12;15;;184;F;14;CEG KANDE VILLE I
500347;ADM;ABIEN;0;15;11;13;14;12;16;12;16;12;11;;206;M;17;CEG PESSIDE
500348;ADM;BIEN;16;15;12;12;16;14;17;15;17;15;14;;246;M;13;CEG KANDE VILLE I
500349;ADM;PASS;0;8;10;5;11;10;14;7;17;12;12;;160;F;16;CEG PESSIDE
500350;ADM;PASS;0;9;11;8;17;4;13;9;16;13;15;;173;M;15;CEG KANDE VILLE I
500351;ADM;BIEN;7;14;17;10;17;14;19;17;15;14;15;;248;M;16;CEG KANDE VILLE I
500352;ADM;PASS;1;5;11;8;15;6;13;8;13;15;12;;161;M;16;CEG KANDE VILLE I
500353;AJ;;0;10;12;5;10;10;11;6;13;11;14;;149;F;19;CEG KANDE VILLE I
500354;AJ;;0;8;11;6;8;10;8;8;13;14;10;;140;M;17;CEG KANDE VILLE I
500355;AJ;;0;8;11;5;8;7;6;2;13;0;10;;112;F;16;CEG KANDE VILLE I
500356;AJ;;0;2;10;4;11;6;13;7;9;Inap.;9;;122;M;16;CEG NADOBA
500357;AJ;;0;4;8;7;11;7;11;8;11;14;7;;134;M;16;CEGIL KOUTOUGOU
500358;ADM;PASS;0;12;9;10;18;6;10;9;14;13;15;;172;M;18;CEG KANDE VILLE I
500359;ADM;ABIEN;0;12;11;8;18;7;14;12;16;15;15;;194;F;16;CEG WARENGO
500360;AJ;;0;7;11;4;10;6;4;4;9;11;12;;106;F;19;CEG KANDE VILLE I
500361;ADM;BIEN;10;17;16;11;20;12;14;16;16;13;15;;245;M;14;CEG KANDE VILLE I
500362;ADM;PASS;0;6;12;6;17;10;13;10;14;13;12;;175;M;16;CEG PESSIDE
500363;AJ;;0;4;11;6;12;5;8;2;8;13;8;;111;M;16;CEG KANDE VILLE I
500364;AJ;;0;9;12;4;12;8;13;6;12;11;13;;147;M;15;CEG KANDE VILLE I
500365;ADM;PASS;0;7;11;5;12;10;13;8;15;15;14;;164;M;16;CEG KANDE VILLE I
500366;ADM;PASS;0;4;10;9;15;6;17;7;14;14;15;;169;M;15;CEG NADOBA
500367;ADM;PASS;0;11;11;7;14;9;14;7;12;10;15;;164;M;15;CEG KANDE VILLE I
500368;ADM;PASS;0;4;10;7;15;6;14;11;10;15;15;;160;M;18;CEG NADOBA
500369;AJ;;0;7;10;4;14;8;4;8;10;14;9;;127;M;16;CEG PESSIDE
500370;ADM;PASS;1;10;11;7;13;7;12;8;14;15;9;;160;F;19;CEG NADOBA
500371;AJ;;0;6;13;6;13;8;10;8;13;Inap.;13;;151;F;18;CEG NADOBA
500372;AJ;;0;11;10;6;12;8;6;4;11;10;15;;130;F;17;CEG KANDE VILLE I
500373;ADM;PASS;0;7;12;9;17;8;15;10;13;13;15;;183;M;19;CEG NADOBA
500374;ADM;ABIEN;8;15;13;7;16;11;18;8;13;14;15;;204;M;18;CEG NADOBA
500375;ADM;ABIEN;0;11;14;7;18;5;16;10;16;15;15;;193;F;17;CEG KANDE VILLE I
500376;ADM;ABIEN;0;5;14;8;18;10;18;11;13;15;14;;198;F;16;CEG NADOBA
500377;AJ;;0;4;10;7;15;5;14;8;12;13;11;;150;M;16;CEG NADOBA
500378;ADM;ABIEN;0;12;10;10;14;10;17;12;15;12;15;;195;M;17;CEG NADOBA
500379;ADM;BIEN;0;15;15;16;18;10;20;15;16;15;15;;245;F;16;CEG WARENGO
500380;ADM;PASS;0;6;12;7;15;6;17;8;15;15;12;;173;M;18;CEG NADOBA
500381;ADM;PASS;0;8;14;10;14;5;14;10;13;14;12;;174;M;16;CEG NADOBA
500382;ADM;ABIEN;0;16;13;13;20;4;16;13;13;15;15;;210;M;19;CEG NADOBA
500383;ADM;PASS;1;8;15;6;18;11;13;13;12;13;11;;189;M;16;CEG KANDE VILLE I
500384;ADM;PASS;1;6;12;7;13;8;9;10;13;15;14;;160;F;19;CEG NADOBA
500385;AJ;;0;4;12;6;12;8;9;5;10;10;13;;131;M;17;CEG KANDE VILLE I
500386;ADM;PASS;1;6;12;8;14;5;14;8;14;13;10;;160;M;17;CEG KANDE VILLE I
500387;AJ;;0;11;11;4;9;9;6;4;8;10;11;;114;M;15;CEG PESSIDE
500388;ADM;PASS;0;10;12;10;15;5;13;11;6;15;12;;161;M;15;CEG KANDE VILLE I
500389;AJ;;0;6;9;5;15;4;10;7;12;15;9;;135;F;16;CEG KANDE VILLE I
500390;ADM;TBIEN;10;16;18;15;19;14;20;18;17;15;15;;278;F;15;CEG WARENGO
500391;ADM;PASS;0;9;13;6;16;5;18;9;13;14;14;;177;F;14;CEG KANDE VILLE I
500392;AJ;;0;4;13;4;13;8;11;5;13;12;14;;144;M;17;CEG NADOBA
500393;ADM;PASS;0;4;10;5;15;8;16;8;14;15;15;;166;M;19;CEG NADOBA
500394;AJ;;0;4;11;4;10;8;3;2;7;15;13;;102;F;21;CEG KANDE VILLE I
500395;ADM;PASS;0;8;13;5;17;12;13;6;13;11;15;;172;M;14;CEG KANDE VILLE I
500396;ADM;ABIEN;0;7;13;12;18;11;17;9;12;14;15;;200;M;17;CEG KANDE VILLE I
500397;ADM;ABIEN;4;16;16;8;17;12;16;8;11;12;15;;203;F;15;CEG KANDE VILLE I
500398;ADM;ABIEN;5;10;15;7;15;12;16;11;10;10;15;;192;M;14;CEG KANDE VILLE I
500399;ADM;PASS;0;9;9;5;16;10;16;9;13;13;14;;172;M;16;CEG NADOBA
500400;ADM;PASS;0;5;12;8;13;10;16;9;13;13;10;;170;M;14;CEG NADOBA
500401;AJ;;0;3;12;14;13;4;9;7;11;15;9;;148;F;15;CEG NADOBA
500402;ADM;PASS;0;13;13;7;12;8;15;10;12;14;12;;173;F;15;CEG KANDE VILLE I
500403;ADM;ABIEN;0;6;14;8;15;10;17;11;15;12;15;;193;M;16;CEG NADOBA
500404;ADM;PASS;0;6;14;8;16;8;14;10;10;15;0;;171;M;19;CEG KANDE VILLE I
500405;AJ;;0;7;14;6;10;7;8;5;10;10;11;;128;M;15;CEG KANDE VILLE I
500406;ADM;PASS;3;13;13;5;16;12;14;8;11;12;15;;181;F;15;CEG KANDE VILLE I
500407;ADM;PASS;0;6;12;4;17;10;13;9;11;15;15;;168;M;17;CEG NADOBA
500408;ADM;PASS;0;7;14;7;16;7;17;10;12;14;13;;180;M;16;CEG KANDE VILLE I
500409;ADM;ABIEN;0;6;13;6;18;16;13;10;14;15;15;;196;M;24;CEG PESSIDE
500410;AJ;;0;5;12;4;14;8;8;5;8;10;10;;123;F;18;CEG KANDE VILLE I
500411;ADM;PASS;1;11;16;7;16;6;11;8;10;10;10;;160;M;14;CEG KANDE VILLE I
500412;AJ;;0;10;12;4;9;8;6;6;8;0;10;;116;F;16;CEG KANDE VILLE I
500413;AJ;;0;8;15;4;10;6;6;9;11;15;14;;139;F;16;CEG KANDE VILLE I
500414;ADM;PASS;0;6;15;5;16;7;13;9;14;13;14;;171;M;16;CEG KANDE VILLE I
500415;ADM;PASS;0;10;11;7;16;8;14;15;13;15;15;;188;F;14;CEG KANDE VILLE I
500416;ADM;PASS;0;7;11;5;18;10;16;8;12;15;15;;177;M;18;CEG KANDE VILLE I
500417;ADM;PASS;1;12;13;6;15;7;13;4;11;15;15;;161;F;18;CEG KANDE VILLE I
500418;AJ;;0;7;11;7;14;5;14;7;9;14;13;;148;M;20;CEG KANDE VILLE I
500419;ADM;PASS;0;8;16;5;14;8;14;5;10;15;14;;161;F;14;CEG KANDE VILLE I
500420;ADM;PASS;1;7;13;8;17;8;11;7;10;10;15;;161;M;15;CEG KANDE VILLE I
500421;AJ;;0;5;10;4;11;6;11;5;9;10;5;;117;M;17;CEG KANDE VILLE I
500422;AJ;;0;6;10;7;11;10;8;5;10;14;9;;132;M;17;CEG KANDE VILLE I
500423;AJ;;0;10;14;4;12;5;10;4;8;12;9;;126;F;14;CEG KANDE VILLE I
500424;ADM;ABIEN;0;9;12;10;15;11;19;10;13;15;15;;199;M;17;CEG NADOBA
500425;ADM;ABIEN;0;11;13;10;16;7;16;8;16;15;15;;193;F;18;CEG WARENGO
500426;ADM;PASS;0;6;12;6;17;8;15;6;11;10;15;;161;M;14;CEG KANDE VILLE I
500427;ADM;ABIEN;8;9;16;11;16;11;18;10;12;14;15;;214;M;16;CEG KANDE VILLE I
500428;AJ;;0;5;12;4;9;2;4;1;6;10;12;;83;F;17;CEG KANDE VILLE I
500429;AJ;;0;8;11;8;10;5;10;8;10;15;14;;141;M;17;CEG KANDE VILLE I
500430;AJ;;0;7;10;5;8;5;6;2;7;0;13;;96;F;15;CEG KANDE VILLE I
500431;ADM;PASS;0;9;12;7;11;11;14;8;8;15;15;;161;F;18;CEG PESSIDE
500432;AJ;;0;3;9;4;11;6;11;5;7;15;12;;116;F;19;CEG KANDE VILLE I
500433;ADM;PASS;0;5;10;6;18;6;15;8;13;11;14;;162;F;20;CEG KANDE VILLE I
500434;ADM;PASS;0;4;13;5;18;7;14;8;10;14;13;;161;M;20;CEG KANDE VILLE I
500435;ADM;PASS;0;7;15;7;20;7;15;9;14;11;15;;187;M;15;CEG KANDE VILLE I
500436;ADM;PASS;0;7;12;5;18;11;13;10;12;0;13;;172;M;21;CEG PESSIDE
500437;ADM;PASS;0;5;12;8;18;5;14;12;14;15;15;;181;M;22;CEG KANDE VILLE I
500438;ADM;TBIEN;11;17;17;14;16;13;18;18;14;14;15;;257;M;16;CEG KANDE VILLE I
500439;ADM;PASS;1;7;9;9;13;4;16;9;12;15;13;;160;M;14;CEG NADOBA
500440;AJ;;0;6;12;5;16;7;10;6;11;12;0;;142;M;16;CEG PESSIDE
500441;ADM;PASS;1;9;11;5;14;9;15;8;9;13;15;;160;M;17;CEG PESSIDE
500442;ADM;PASS;0;9;14;7;12;12;14;9;11;15;15;;177;F;18;CEG PESSIDE
500443;ADM;ABIEN;0;3;16;8;17;6;17;16;14;15;15;;201;M;16;CEG KANDE VILLE I
500444;ADM;BIEN;0;13;18;11;18;10;16;19;13;12;15;;230;M;15;CEG KANDE VILLE I
500445;ADM;PASS;0;9;17;6;20;8;13;5;13;12;15;;180;M;14;CEG KANDE VILLE I
500446;AJ;;0;8;12;4;10;8;8;6;13;10;13;;133;F;14;CEG KANDE VILLE I
500447;ADM;ABIEN;0;11;15;5;16;12;16;11;13;14;15;;196;M;15;CEG NADOBA
500448;ADM;PASS;0;6;13;7;17;6;13;11;16;14;15;;181;M;20;CEG KANDE VILLE I
500449;AJ;;0;0;0;0;0;0;0;0;0;0;0;;0;M;15;CEGIL KOUTOUGOU
500450;AJ;;0;10;11;4;7;3;3;5;10;12;15;;103;F;19;CEG KANDE VILLE I
500462;ADM;ABIEN;12;14;15;9;17;16;13;2;14;10;;15;203;M;17;CEG LAMA-KOLIDE
500463;ADM;BIEN;10;16;12;13;19;11;18;12;18;13;15;;240;M;15;CPL ESPOIR
500464;AJ;;0;8;11;6;10;10;6;6;11;12;;15;135;F;17;CEG LAMA-KOLIDE
500465;ADM;PASS;0;5;10;6;17;13;14;7;11;10;8;;161;F;19;LYCEE LAMA-KPEDA
500466;ADM;PASS;0;9;11;6;17;10;12;8;16;10;13;;172;M;20;CPL ESPOIR
500467;AJ;;0;10;11;8;13;9;8;8;9;10;11;;143;M;15;CPL ESPOIR
500468;ADM;PASS;0;6;12;11;12;5;14;11;13;10;14;;166;F;15;CPL ESPOIR
500469;AJ;;0;6;12;2;8;10;6;3;9;12;;15;113;M;13;LYCEE LAMA-KPEDA
500470;ADM;PASS;0;11;12;12;15;10;12;9;14;10;;15;184;M;13;CEG LAMA-KOLIDE
500471;ADM;PASS;0;11;12;10;14;8;10;9;9;12;;15;162;F;16;LYCEE LAMA-KPEDA
500472;ADM;PASS;0;13;14;3;19;14;12;9;15;10;;15;190;M;13;CEG LAMA-KOLIDE
500473;AJ;;0;8;12;3;14;10;10;2;9;14;;13;135;F;18;CEG LAMA-KOLIDE
500474;ADM;BIEN;3;13;13;12;17;13;17;15;14;14;14;;226;M;17;CEG SOUMADE
500475;ADM;PASS;0;10;12;5;15;12;10;9;13;;15;15;172;F;14;LYCEE LAMA-KPEDA
500476;ADM;PASS;0;12;13;10;18;10;11;7;12;15;;15;184;F;15;CEG LAMA-KOLIDE
500477;ADM;PASS;1;11;13;5;17;8;10;8;12;10;12;;160;F;18;LYCEE LAMA-KPEDA
500478;AJ;;0;6;10;4;14;8;5;4;6;10;;11;109;M;18;LYCEE LAMA-KPEDA
500479;ADM;TBIEN;12;17;13;16;20;15;18;18;17;15;;15;273;M;17;CEG SOUMADE
500480;ADM;ABIEN;0;12;15;11;18;12;15;8;15;10;;15;205;M;14;CEG LAMA-KOLIDE
500481;AJ;;0;8;13;8;11;10;4;8;12;10;10;;140;F;13;CPL ESPOIR
500482;ADM;PASS;0;6;12;11;17;10;11;10;9;13;11;;170;F;18;CPL ESPOIR
500483;ADM;BIEN;4;13;12;15;19;16;18;17;17;15;;15;255;M;15;CEG SOUMADE
500484;ADM;PASS;0;10;11;9;12;10;13;10;13;11;;15;172;F;21;LYCEE LAMA-KPEDA
500485;ADM;PASS;0;14;10;11;17;12;15;6;12;13;;15;188;M;19;LYCEE LAMA-KPEDA
500486;AJ;;0;7;11;3;11;9;9;4;11;12;;15;130;M;16;LYCEE LAMA-KPEDA
500487;ADM;PASS;0;10;13;5;16;11;13;7;15;10;;15;175;F;19;LYCEE LAMA-KPEDA
500488;ADM;PASS;0;8;12;15;17;11;10;9;12;13;;;183;F;17;COLLEGE PRIVE LA TRINITE  -  KARA
500489;AJ;;0;4;13;5;15;6;7;6;9;14;12;;132;M;20;CEG LAMA-KOLIDE
500490;ADM;PASS;0;10;13;6;17;10;13;12;13;0;;12;180;M;16;LYCEE LAMA-KPEDA
500491;ADM;ABIEN;0;12;11;10;18;9;16;14;16;0;;15;205;M;15;CEG LAMA-KOLIDE
500492;ADM;PASS;7;11;14;6;13;11;9;8;8;10;;15;161;F;17;CEG LAMA-KOLIDE
500493;ADM;PASS;0;6;10;9;18;8;15;12;17;12;;13;189;M;15;CEG SOUMADE
500494;ADM;PASS;0;11;12;7;16;10;11;11;15;11;;15;181;M;17;CEG LAMA-KOLIDE
500495;ADM;PASS;1;9;12;10;15;5;12;9;10;11;;13;160;M;15;CEG LAMA-KOLIDE
500496;ADM;PASS;0;8;13;10;18;10;10;8;12;15;;0;175;M;17;LYCEE LAMA-KPEDA
500497;ADM;PASS;4;14;11;11;16;11;13;7;16;10;13;;191;F;17;CPL ESPOIR
500498;AJ;;0;0;0;0;0;0;0;0;0;0;;;0;F;22;CPL ESPOIR
500499;AJ;;0;0;0;0;0;0;0;0;0;0;0;;0;F;18;CPL ESPOIR
500500;ADM;TBIEN;17;16;14;17;19;10;18;17;18;10;15;;264;M;14;CPL ESPOIR
500501;AJ;;0;9;10;5;17;9;7;2;11;12;;15;138;M;18;LYCEE LAMA-KPEDA
500502;AJ;;0;6;10;7;15;7;10;8;10;10;;12;142;M;16;LYCEE LAMA-KPEDA
500503;AJ;;0;5;10;2;6;5;3;2;9;10;9;;79;F;14;LYCEE LAMA-KPEDA
500504;ADM;TBIEN;7;17;14;19;19;13;19;20;18;13;15;;276;F;15;CPL ESPOIR
500505;AJ;;0;5;9;7;7;6;8;10;10;11;12;;122;F;16;LYCEE LAMA-KPEDA
500506;ADM;PASS;0;15;12;10;18;11;9;11;8;0;;15;178;F;15;CEG LAMA-KOLIDE
500507;ADM;PASS;0;12;11;8;17;10;11;7;14;10;;13;171;F;16;LYCEE LAMA-KPEDA
500508;ADM;PASS;0;9;12;7;18;10;9;8;13;15;;15;173;F;17;CEG LAMA-KOLIDE
500509;ADM;ABIEN;7;14;14;12;17;9;18;10;14;15;;15;219;M;16;CEG SOUMADE
500510;AJ;;0;9;11;8;16;7;9;6;10;13;;12;148;F;17;LYCEE LAMA-KPEDA
500511;AJ;;0;6;12;3;16;7;8;5;11;13;;11;134;F;16;LYCEE LAMA-KPEDA
500512;ADM;PASS;0;7;13;10;16;10;13;11;13;10;;15;184;F;18;CEG LAMA-KOLIDE
500513;ADM;BIEN;12;15;14;14;19;15;14;9;16;14;;15;238;M;14;CEG SOUMADE
500514;ADM;ABIEN;1;14;13;13;16;7;17;13;18;11;15;;215;M;13;CPL ESPOIR
500515;ADM;PASS;0;10;11;5;18;7;13;5;16;11;;0;161;F;20;LYCEE LAMA-KPEDA
500516;AJ;;0;6;10;10;13;7;10;6;13;10;;14;148;M;16;LYCEE LAMA-KPEDA
500517;ADM;PASS;0;11;12;7;10;10;14;7;13;10;15;;162;F;20;LYCEE LAMA-KPEDA
500518;AJ;;0;4;11;2;7;6;7;7;9;15;12;;109;F;15;LYCEE LAMA-KPEDA
500519;AJ;;0;11;11;9;13;8;7;6;9;10;;13;140;M;16;CEG LAMA-KOLIDE
500520;AJ;;0;8;13;3;6;8;6;3;7;15;9;;105;F;30;COLLEGE PRIVE LA TRINITE  -  KARA
500521;AJ;;0;4;10;3;6;2;1;1;5;0;9;;60;M;21;LYCEE LAMA-KPEDA
500522;AJ;;0;6;12;3;13;9;11;3;10;12;;11;131;M;20;LYCEE LAMA-KPEDA
500523;ADM;PASS;0;11;13;5;18;11;15;7;13;10;;15;180;M;14;CEG LAMA-KOLIDE
500524;ADM;PASS;0;14;15;6;17;10;10;8;12;11;;15;176;M;17;CEG LAMA-KOLIDE
500525;ADM;PASS;0;8;12;4;16;12;14;6;13;10;;;162;M;18;LYCEE LAMA-KPEDA
500526;AJ;;0;0;11;0;0;0;0;0;0;10;0;;22;F;17;LYCEE LAMA-KPEDA
500527;ADM;PASS;0;15;12;7;16;8;12;8;17;13;13;;181;F;17;LYCEE LAMA-KPEDA
500528;ADM;PASS;0;8;16;9;14;11;14;9;13;10;;13;183;F;16;LYCEE LAMA-KPEDA
500529;AJ;;0;8;12;7;14;9;8;4;11;10;;15;143;F;18;CEG LAMA-KOLIDE
500530;AJ;;0;11;0;4;15;9;6;3;14;10;;11;114;F;18;LYCEE LAMA-KPEDA
500531;AJ;;0;8;11;1;7;7;4;1;5;0;;8;80;F;21;LYCEE LAMA-KPEDA
500532;ADM;BIEN;6;15;12;15;16;8;18;14;16;10;15;;224;M;14;CPL ESPOIR
500533;ADM;PASS;0;8;14;12;16;7;12;11;11;11;11;;176;M;17;CPL ESPOIR
500534;ADM;PASS;0;6;11;7;19;6;11;8;16;14;;15;171;M;17;LYCEE LAMA-KPEDA
500535;AJ;;0;8;10;5;7;8;6;3;11;10;;11;109;F;19;CEG LAMA-KOLIDE
500536;ADM;PASS;0;10;12;13;17;9;12;12;12;11;13;;188;F;16;CPL ESPOIR
500537;ADM;PASS;0;12;10;9;18;11;13;8;12;;15;15;184;F;16;CEG LAMA-KOLIDE
500538;ADM;PASS;0;8;11;6;17;8;16;10;13;13;;12;175;F;15;CEG LAMA-KOLIDE
500539;ADM;ABIEN;1;15;14;11;18;10;11;9;16;10;15;;199;M;16;CPL ESPOIR
500540;AJ;;0;12;12;9;11;4;12;6;8;11;;0;137;M;14;LYCEE LAMA-KPEDA
500541;ADM;PASS;0;7;12;7;17;8;11;7;16;11;;14;168;F;19;CEG LAMA-KOLIDE
500542;ADM;PASS;0;9;12;6;17;7;15;7;15;15;;15;177;M;20;CEG SOUMADE
500543;ADM;PASS;8;11;12;7;15;9;15;3;9;10;15;;164;F;14;CPL ESPOIR
500544;ADM;PASS;0;14;10;5;16;10;16;6;15;12;0;;172;M;15;LYCEE LAMA-KPEDA
500545;AJ;;0;7;13;8;14;10;10;7;10;10;;0;151;F;16;LYCEE LAMA-KPEDA
500546;ADM;PASS;1;7;11;9;14;8;15;9;10;10;;6;160;M;20;LYCEE LAMA-KPEDA
500547;ADM;PASS;0;8;12;6;17;7;8;9;14;11;15;;160;F;19;CPL ESPOIR
500548;ADM;ABIEN;2;10;11;11;18;12;14;9;14;13;;15;198;F;14;CEG LAMA-KOLIDE
500549;AJ;;0;3;11;3;13;6;12;4;14;11;0;;130;F;18;LYCEE LAMA-KPEDA
500550;AJ;;0;4;13;7;11;8;12;2;11;13;;14;139;F;15;LYCEE LAMA-KPEDA
500551;ADM;PASS;0;11;11;6;16;10;14;6;13;10;;15;168;M;16;LYCEE LAMA-KPEDA
500552;AJ;;2;13;12;3;7;6;2;1;11;10;9;;99;F;19;LYCEE LAMA-KPEDA
500553;ADM;PASS;0;3;11;9;14;12;15;9;13;12;;15;176;M;20;LYCEE LAMA-KPEDA
500554;ADM;TBIEN;15;18;13;16;20;17;20;20;17;11;;15;285;M;15;CEG LAMA-KOLIDE
500555;ADM;BIEN;0;13;13;12;19;12;17;18;15;10;;15;230;M;15;CEG LAMA-KOLIDE
500556;ADM;ABIEN;4;10;11;11;16;12;10;14;13;11;;15;194;F;15;LYCEE LAMA-KPEDA
500557;ADM;PASS;0;12;13;8;14;10;13;5;13;10;;15;169;F;15;LYCEE LAMA-KPEDA
